"Ukazatel","IndicatorType","Takticko statistická klasifikace kriminality Police ČR","TSKKC","Území","Uz02","Roky","CasR","Hodnota"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2014","2014","910"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2015","2015","843"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2016","2016","987"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2017","2017","1134"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2018","2018","1182"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2019","2019","918"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2020","2020","908"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2021","2021","756"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2022","2022","918"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2023","2023","780"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2024","2024","770"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2005","2005","854"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2006","2006","825"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2007","2007","732"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2008","2008","753"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2009","2009","743"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2010","2010","938"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2011","2011","1249"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2012","2012","1030"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2013","2013","1213"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2014","2014","1121"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2015","2015","1021"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2016","2016","1062"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2017","2017","995"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2018","2018","1027"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2019","2019","1140"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2020","2020","949"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2021","2021","856"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2022","2022","953"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2023","2023","1186"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Kraj Vysočina","CZ063","2024","2024","881"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2005","2005","2358"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2006","2006","2085"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2007","2007","1868"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2008","2008","1973"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2009","2009","1820"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2010","2010","2551"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2011","2011","2668"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2012","2012","2574"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2013","2013","3015"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2014","2014","2912"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2015","2015","2607"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2016","2016","2559"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2017","2017","2640"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2018","2018","2322"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2019","2019","2535"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2020","2020","2410"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2021","2021","2277"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2022","2022","2666"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2023","2023","2673"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihomoravský kraj","CZ064","2024","2024","2491"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2005","2005","1216"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2006","2006","1012"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2007","2007","927"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2008","2008","815"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2009","2009","881"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2010","2010","1142"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2011","2011","1269"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2012","2012","1360"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2013","2013","1356"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2014","2014","1437"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2015","2015","1328"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2016","2016","1342"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2017","2017","1256"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2018","2018","1301"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2019","2019","1345"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2020","2020","1316"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2021","2021","1348"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2022","2022","1491"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2023","2023","1366"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Olomoucký kraj","CZ071","2024","2024","1274"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2005","2005","909"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2006","2006","747"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2007","2007","722"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2008","2008","788"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2009","2009","765"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2010","2010","1134"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2011","2011","1148"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2012","2012","990"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2013","2013","885"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2014","2014","943"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2015","2015","933"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2016","2016","892"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2017","2017","954"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2018","2018","1040"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2019","2019","927"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2020","2020","864"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2021","2021","817"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2022","2022","980"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2023","2023","1028"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Zlínský kraj","CZ072","2024","2024","1006"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2005","2005","2786"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2006","2006","2314"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2007","2007","1788"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2008","2008","1874"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2009","2009","1995"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2010","2010","2612"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2011","2011","2768"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2012","2012","2814"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2013","2013","3081"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2014","2014","3179"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2015","2015","2715"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2016","2016","2922"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2017","2017","2745"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2018","2018","3126"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Moravskoslezský kraj","CZ080","2019","2019","3271"
