idRegistration,componentCode,localityCode,nazev,district,lat,lon
40658,SO2,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
40660,NO2,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
40662,NOx,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
1505800,CO,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
40661,O3,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
867884,PM2_5,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
40663,PM10,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
1648814,INDX,TSTD,Studénka,Nový Jičín,49.7209358215332,18.089305877685547
40721,O3,CHVO,Hojná Voda,České Budějovice,48.72419738769531,14.723381996154785
1337502,PM10,CHVO,Hojná Voda,České Budějovice,48.72419738769531,14.723381996154785
1648685,INDX,CHVO,Hojná Voda,České Budějovice,48.72419738769531,14.723381996154785
40817,SO2,BMIS,Mikulov-Sedlec,Břeclav,48.79176712036133,16.724496841430664
40819,NO2,BMIS,Mikulov-Sedlec,Břeclav,48.79176712036133,16.724496841430664
40821,NOx,BMIS,Mikulov-Sedlec,Břeclav,48.79176712036133,16.724496841430664
40820,O3,BMIS,Mikulov-Sedlec,Břeclav,48.79176712036133,16.724496841430664
849536,PM2_5,BMIS,Mikulov-Sedlec,Břeclav,48.79176712036133,16.724496841430664
40822,PM10,BMIS,Mikulov-Sedlec,Břeclav,48.79176712036133,16.724496841430664
1648325,INDX,BMIS,Mikulov-Sedlec,Břeclav,48.79176712036133,16.724496841430664
40918,O3,URVH,Rudolice v Horách,Most,50.579833984375,13.419506072998047
40920,PM10,URVH,Rudolice v Horách,Most,50.579833984375,13.419506072998047
1648502,INDX,URVH,Rudolice v Horách,Most,50.579833984375,13.419506072998047
40992,SO2,TOPR,Ostrava-Přívoz,Ostrava-město,49.856258392333984,18.26974105834961
40994,NO2,TOPR,Ostrava-Přívoz,Ostrava-město,49.856258392333984,18.26974105834961
40996,NOx,TOPR,Ostrava-Přívoz,Ostrava-město,49.856258392333984,18.26974105834961
41007,PM2_5,TOPR,Ostrava-Přívoz,Ostrava-město,49.856258392333984,18.26974105834961
40997,PM10,TOPR,Ostrava-Přívoz,Ostrava-město,49.856258392333984,18.26974105834961
1648700,INDX,TOPR,Ostrava-Přívoz,Ostrava-město,49.856258392333984,18.26974105834961
40257,SO2,ARIE,Praha 2-Riegrovy sady,Praha 2,50.08148193359375,14.442691802978516
40259,NO2,ARIE,Praha 2-Riegrovy sady,Praha 2,50.08148193359375,14.442691802978516
40260,NOx,ARIE,Praha 2-Riegrovy sady,Praha 2,50.08148193359375,14.442691802978516
848786,O3,ARIE,Praha 2-Riegrovy sady,Praha 2,50.08148193359375,14.442691802978516
867322,PM2_5,ARIE,Praha 2-Riegrovy sady,Praha 2,50.08148193359375,14.442691802978516
40261,PM10,ARIE,Praha 2-Riegrovy sady,Praha 2,50.08148193359375,14.442691802978516
1648829,INDX,ARIE,Praha 2-Riegrovy sady,Praha 2,50.08148193359375,14.442691802978516
1635658,NO2,AVRS,Praha 10-Vršovice,Praha 10,50.066429138183594,14.446151733398438
1635663,NOx,AVRS,Praha 10-Vršovice,Praha 10,50.066429138183594,14.446151733398438
40316,PM10,AVRS,Praha 10-Vršovice,Praha 10,50.066429138183594,14.446151733398438
1648598,INDX,AVRS,Praha 10-Vršovice,Praha 10,50.066429138183594,14.446151733398438
919418,NO2,MOLJ,Olomouc-Hejčín,Olomouc,49.601463317871094,17.238073348999023
919422,NOx,MOLJ,Olomouc-Hejčín,Olomouc,49.601463317871094,17.238073348999023
1675257,O3,MOLJ,Olomouc-Hejčín,Olomouc,49.601463317871094,17.238073348999023
919426,PM2_5,MOLJ,Olomouc-Hejčín,Olomouc,49.601463317871094,17.238073348999023
919430,PM10,MOLJ,Olomouc-Hejčín,Olomouc,49.601463317871094,17.238073348999023
1648352,INDX,MOLJ,Olomouc-Hejčín,Olomouc,49.601463317871094,17.238073348999023
1368852,PM2_5,BBNI,Brno-Líšeň,Brno-město,49.21321105957031,16.678024291992188
1368848,PM10,BBNI,Brno-Líšeň,Brno-město,49.21321105957031,16.678024291992188
1648616,INDX,BBNI,Brno-Líšeň,Brno-město,49.21321105957031,16.678024291992188
1317399,NO2,ABRE,Praha 6-Břevnov,Praha 6,50.08438491821289,14.38011646270752
1317403,NOx,ABRE,Praha 6-Břevnov,Praha 6,50.08438491821289,14.38011646270752
1317407,PM10,ABRE,Praha 6-Břevnov,Praha 6,50.08438491821289,14.38011646270752
1648433,INDX,ABRE,Praha 6-Břevnov,Praha 6,50.08438491821289,14.38011646270752
2105558,PM2_5,XHUS,Hustopeče nad Bečvou-školka,neurčeno,49.531837463378906,17.873207092285156
2105547,PM10,XHUS,Hustopeče nad Bečvou-školka,neurčeno,49.531837463378906,17.873207092285156
2181609,SO2,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181589,NO2,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181585,NOx,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2212084,O3,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181593,O3,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181605,PM2_5,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181601,PM10,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2212028,SO2,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2212039,NO2,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2212051,NOx,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2212073,PM2_5,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2212062,PM10,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
40649,SO2,TVER,Věřňovice-Dolní Lutyně,Karviná,49.924678802490234,18.42287254333496
40651,NO2,TVER,Věřňovice-Dolní Lutyně,Karviná,49.924678802490234,18.42287254333496
40652,NOx,TVER,Věřňovice-Dolní Lutyně,Karviná,49.924678802490234,18.42287254333496
40657,PM2_5,TVER,Věřňovice-Dolní Lutyně,Karviná,49.924678802490234,18.42287254333496
40653,PM10,TVER,Věřňovice-Dolní Lutyně,Karviná,49.924678802490234,18.42287254333496
1648409,INDX,TVER,Věřňovice-Dolní Lutyně,Karviná,49.924678802490234,18.42287254333496
40764,O3,SONR,Ondřejov,Praha-východ,49.91351318359375,14.782625198364258
1648511,INDX,SONR,Ondřejov,Praha-východ,49.91351318359375,14.782625198364258
40805,PM10,MPST,Prostějov,Prostějov,49.467857360839844,17.11472511291504
1648907,INDX,MPST,Prostějov,Prostějov,49.467857360839844,17.11472511291504
40845,O3,ESVR,Svratouch,Chrudim,49.735084533691406,16.034196853637695
1648715,INDX,ESVR,Svratouch,Chrudim,49.735084533691406,16.034196853637695
41139,NO2,BZNO,Znojmo,Znojmo,48.84295654296875,16.06012725830078
41140,NOx,BZNO,Znojmo,Znojmo,48.84295654296875,16.06012725830078
849544,PM2_5,BZNO,Znojmo,Znojmo,48.84295654296875,16.06012725830078
41141,PM10,BZNO,Znojmo,Znojmo,48.84295654296875,16.06012725830078
1648520,INDX,BZNO,Znojmo,Znojmo,48.84295654296875,16.06012725830078
1020981,SO2,PKUJ,Kamenný Újezd,Rokycany,49.72200012207031,13.618537902832031
1021177,NO2,PKUJ,Kamenný Újezd,Rokycany,49.72200012207031,13.618537902832031
1021183,NOx,PKUJ,Kamenný Újezd,Rokycany,49.72200012207031,13.618537902832031
1337482,PM2_5,PKUJ,Kamenný Újezd,Rokycany,49.72200012207031,13.618537902832031
1337478,PM10,PKUJ,Kamenný Újezd,Rokycany,49.72200012207031,13.618537902832031
1648781,INDX,PKUJ,Kamenný Újezd,Rokycany,49.72200012207031,13.618537902832031
1379502,SO2,TRYC,Rychvald,Karviná,49.87166976928711,18.377254486083984
1379517,NO2,TRYC,Rychvald,Karviná,49.87166976928711,18.377254486083984
1379522,NOx,TRYC,Rychvald,Karviná,49.87166976928711,18.377254486083984
1379526,PM2_5,TRYC,Rychvald,Karviná,49.87166976928711,18.377254486083984
1379531,PM10,TRYC,Rychvald,Karviná,49.87166976928711,18.377254486083984
1648406,INDX,TRYC,Rychvald,Karviná,49.87166976928711,18.377254486083984
1410468,NO2,ACHO,Praha 4-Chodov,Praha 4,50.03017044067383,14.517450332641602
1410474,NOx,ACHO,Praha 4-Chodov,Praha 4,50.03017044067383,14.517450332641602
1410479,PM10,ACHO,Praha 4-Chodov,Praha 4,50.03017044067383,14.517450332641602
1648733,INDX,ACHO,Praha 4-Chodov,Praha 4,50.03017044067383,14.517450332641602
